Local ID	Other Protein ID	Profile superfamily	Profile ID	E-value	Identity cluster	Order of leaves in full sequence tree	Superclusters based on CARF/SAVED domain tree	Final group assignments	Genome Name	Protein Length	CDD asignments, automatic with E-value 0.0001 (CARF only)	Domain organization	TMHMM result	Current genbank annotation	Potential Ring Nucleases	RN group
MK_CARF_01001698	ABY35511.1	CARF	CARF.112.FASTA	1.02E-37	2710	6395	CL1_CARF	CARF4	Chloroflexus aurantiacus J-10-fl	306	pfam09002	CARF_PDDEXK		conserved hypothetical protein	Non-RN	
MK_CARF_00012477	WP_012258165.1	CARF	CARF.112.FASTA	1.02E-37	2710	6396	CL1_CARF	CARF4	Chloroflexus	306	pfam09002	CARF_PDDEXK		MULTISPECIES: DUF1887 domain-containing protein	Non-RN	
MK_CARF_00012476	YP_001635900.1	CARF	CARF.112.FASTA	1.02E-37	2710	6397	CL1_CARF	CARF4	Chloroflexus aurantiacus J-10-fl	306	pfam09002	CARF_PDDEXK		hypothetical protein Caur_2302	Non-RN	
MK_CARF_00100296	YP_001635900.1	CARF	CARF.112.FASTA	1.02E-37	2710	6398	CL1_CARF	CARF4	Chloroflexus aurantiacus J-10-fl	306	pfam09002	CARF_PDDEXK		hypothetical protein Caur_2302	Non-RN	
MK_CARF_00012810	WP_013561219.1	CARF	CARF.112.FASTA	5.43E-30	1561	6399	CL1_CARF	CARF4	Anaerolinea thermophila	309	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_01001639	BAJ64874.1	CARF	CARF.112.FASTA	5.43E-30	1561	6400	CL1_CARF	CARF4	Anaerolinea thermophila UNI-1	309	pfam09002	CARF_PDDEXK		hypothetical protein ANT_28480	Non-RN	
MK_CARF_00100719	YP_004175474.1	CARF	CARF.112.FASTA	5.43E-30	1561	6401	CL1_CARF	CARF4	Anaerolinea thermophila UNI-1	309	pfam09002	CARF_PDDEXK		hypothetical protein ANT_28480	Non-RN	
MK_CARF_01001640	gene_46|GeneMark.hmm|314_aa|-|50030|50974 BBXW01000073.1	CARF	CARF.112.FASTA	3.42E-28	2257	6402	CL1_CARF	CARF4	Anaerolinea thermolimosa	314	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_01001641	KPL82632.1	CARF	CARF.112.FASTA	2.38E-31	214	6403	CL1_CARF	CARF4	Thermanaerothrix daxensis	305	pfam09002	CARF_PDDEXK		hypothetical protein SE15_11055	Non-RN	
MK_CARF_01001646	ABQ89844.1	CARF	CARF.112.FASTA	4.69E-30	2272	6404	CL1_CARF	CARF4	Roseiflexus sp. RS-1	301	pfam09002	CARF_PDDEXK		hypothetical protein RoseRS_1448	Non-RN	
MK_CARF_00100231	YP_001275794.1	CARF	CARF.112.FASTA	4.69E-30	2272	6405	CL1_CARF	CARF4	Roseiflexus sp. RS-1	301	pfam09002	CARF_PDDEXK		hypothetical protein RoseRS_1448	Non-RN	
MK_CARF_00012823	WP_083763271.1	CARF	CARF.112.FASTA	1.12E-29	891	6406	CL1_CARF	CARF4	Roseiflexus sp. RS-1	353	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_01001645	gene_24|GeneMark.hmm|307_aa|+|35890|36813 JPIM01000008.1	CARF	CARF.112.FASTA	1.51E-16	4377	6407	CL1_CARF	CARF4	Chloroflexus sp. MS-G	307	cd09742	CARF_PDDEXK			Non-RN	
MK_CARF_01001699	gene_738|GeneMark.hmm|306_aa|-|961494|962414 JNIM01000001.1	CARF	CARF.112.FASTA	1.13E-32	4615	6408	CL1_CARF	CARF4	Thermogemmatispora carboxidivorans strain PM5 N688	306	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_01001647	ABX03342.1	CARF	CARF.112.FASTA	2E-39	3354	6409	CL1_CARF	CARF4	Herpetosiphon aurantiacus DSM 785	284	pfam09002	CARF_PDDEXK		conserved hypothetical protein	Non-RN	
MK_CARF_00012377	ABX03342.1	CARF	CARF.112.FASTA	2E-39	3354	6410	CL1_CARF	CARF4	Herpetosiphon aurantiacus DSM 785	284	pfam09002	CARF_PDDEXK		conserved hypothetical protein	Non-RN	
MK_CARF_00100280	YP_001543470.1	CARF	CARF.112.FASTA	2E-39	3354	6411	CL1_CARF	CARF4	Herpetosiphon aurantiacus DSM 785	284	pfam09002	CARF_PDDEXK		hypothetical protein Haur_0694	Non-RN	
MK_CARF_01001700	gene_139|GeneMark.hmm|308_aa|-|149188|150114 JAGA01000003.1	CARF	CARF.112.FASTA	1.81E-35	1172	6412	CL1_CARF	CARF4	Bacterium JKG1 strain JKG1 K361	308	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_ADD00000555	WP_136592696.1	CARF	CARF.200.FASTA		170a	6413	CL1_CARF	CARF4	Nocardioides sp. GY 10113	449		CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_ADD00000557	WP_142118556.1	CARF	CARF.200.FASTA		163a	6414	CL1_CARF	CARF4	Rarobacter faecitabidus	465		CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_ADD00000556	WP_056599379.1	CARF	CARF.200.FASTA		172a	6415	CL1_CARF	CARF4	Nocardioides sp. Soil774	444	COG4998	CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_00010133	WP_095413679.1	CARF	CARF.58.FASTA	2.92E-95	4535	6416	CL1_CARF	CARF4	Thermogutta terrifontis	478		CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_ADD00000339	KFB76587.1	CARF	CARF.362.FASTA		124a	6417	CL1_CARF	CARF4	Candidatus Accumulibacter sp. SK-02	585		CARF_PDDEXK		hypothetical protein AW06_002341	Non-RN	
MK_CARF_ADD00000415	WP_119157603.1	CARF	CARF.329.FASTA		143a	6418	CL1_CARF	CARF4	Aquabacterium tepidiphilum	519		CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_ADD00000414	WP_124224150.1	CARF	CARF.329.FASTA		192a	6419	CL1_CARF	CARF4	Tibeticola sediminis	392		CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_ADD00000411	RMG22642.1	CARF	CARF.252.FASTA		146a	6420	CL1_CARF	CARF4	Armatimonadetes bacterium	496	pfam09002	CARF_PDDEXK		hypothetical protein D6724_10065	Non-RN	
MK_CARF_01001355	ACX52113.1	CARF	CARF.112.FASTA	8.53E-26	893	6421	CL1_CARF	CARF4	Ammonifex degensii KC4	375	pfam09002	CARF_PDDEXK		hypothetical protein Adeg_0978	Non-RN	
MK_CARF_00012911	WP_015738990.1	CARF	CARF.112.FASTA	8.53E-26	893	6422	CL1_CARF	CARF4	Ammonifex degensii	375	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_00100499	YP_003238963.1	CARF	CARF.112.FASTA	8.53E-26	893	6423	CL1_CARF	CARF4	Ammonifex degensii KC4	375	pfam09002	CARF_PDDEXK		hypothetical protein Adeg_0978	Non-RN	
MK_CARF_00100315	YP_001717934.1	CARF	CARF.112.FASTA	8.16E-22	3411	6424	CL1_CARF	CARF4	Candidatus Desulforudis audaxviator MP104C	423	pfam09002	CARF_PDDEXK		hypothetical protein Daud_1806	Non-RN	
MK_CARF_01001774	ACA60302.1	CARF	CARF.112.FASTA	8.16E-22	3411	6425	CL1_CARF	CARF4	Candidatus Desulforudis audaxviator MP104C	423	pfam09002	CARF_PDDEXK		hypothetical protein Daud_1806	Non-RN	
MK_CARF_00013002	WP_041570921.1	CARF	CARF.112.FASTA	7.81E-22	3480	6426	CL1_CARF	CARF4	Candidatus Desulforudis audaxviator	415	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_00100179	ZP_01665262.1	CARF	CARF.112.FASTA	6.27E-20	94	6427	CL1_CARF	CARF4	Thermosinus carboxydivorans Nor1	396	pfam09002	CARF_PDDEXK		hypothetical protein TcarDRAFT_2596	Non-RN	
MK_CARF_01000890	EAX48907.1	CARF	CARF.112.FASTA	6.27E-20	94	6428	CL1_CARF	CARF4	Thermosinus carboxydivorans Nor1	396	pfam09002	CARF_PDDEXK		hypothetical protein TcarDRAFT_2596	Non-RN	
MK_CARF_00012809	WP_013560836.1	CARF	CARF.112.FASTA	5.14E-30	4724	6429	CL1_CARF	CARF4	Anaerolinea thermophila	306	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_01001243	BAJ64481.1	CARF	CARF.112.FASTA	5.14E-30	4724	6430	CL1_CARF	CARF4	Anaerolinea thermophila UNI-1	306	pfam09002	CARF_PDDEXK		hypothetical protein ANT_24550	Non-RN	
MK_CARF_00100718	YP_004175081.1	CARF	CARF.112.FASTA	5.14E-30	4724	6431	CL1_CARF	CARF4	Anaerolinea thermophila UNI-1	306	pfam09002	CARF_PDDEXK		hypothetical protein ANT_24550	Non-RN	
MK_CARF_01001242	GAP23053.1	CARF	CARF.112.FASTA	2.55E-22	4723	6432	CL1_CARF	CARF4	Leptolinea tardivitalis	324	pfam09002	CARF_PDDEXK		hypothetical protein LTAR_03298	Non-RN	
MK_CARF_01001244	KPL83419.1	CARF	CARF.112.FASTA	3.85E-29	2671	6433	CL1_CARF	CARF4	Thermanaerothrix daxensis	305	pfam09002	CARF_PDDEXK		hypothetical protein SE15_07005	Non-RN	
MK_CARF_01001241	KPL73728.1	CARF	CARF.112.FASTA	1.25E-30	98	6434	CL1_CARF	CARF4	Ornatilinea apprima	303	pfam09002	CARF_PDDEXK		hypothetical protein ADN00_14245	Non-RN	
MK_CARF_00101302	YP_007159873.1	CARF	CARF.113.FASTA	1.37E-50	1515	6435	CL1_CARF	CARF4	Anabaena cylindrica PCC 7122	428	pfam09002	CARF_PDDEXK		hypothetical protein Anacy_5656 (plasmid)	Non-RN	
MK_CARF_00011775	WP_015217575.1	CARF	CARF.113.FASTA	1.37E-50	1515	6436	CL1_CARF	CARF4	Anabaena cylindrica	428	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_01001309	AFZ60963.1	CARF	CARF.113.FASTA	1.37E-50	1515	6437	CL1_CARF	CARF4	Anabaena cylindrica PCC 7122	428	pfam09002	CARF_PDDEXK		hypothetical protein Anacy_5656	Non-RN	
MK_CARF_00011750	WP_087539434.1	CARF	CARF.113.FASTA	3.51E-51	592	6438	CL1_CARF	CARF4	Nostocales cyanobacterium HT-58-2	428	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_00100889	ZP_08984831.1	CARF	CARF.113.FASTA	4.95E-50	4879	6439	CL1_CARF	CARF4	Fischerella sp. JSC-11	809	cd09679	CARF_Cas10		hypothetical protein FJSC11DRAFT_1037	Non-RN	
MK_CARF_01001308	EHC17975.1	CARF	CARF.113.FASTA	4.95E-50	4879	6440	CL1_CARF	CARF4	Fischerella sp. JSC-11	809	cd09679	CARF_Cas10		hypothetical protein FJSC11DRAFT_1037	Non-RN	
MK_CARF_01001307	gene_2|GeneMark.hmm|509_aa|+|1520|3049 AJLL01000007.1	CARF	CARF.113.FASTA	2.11E-51	1112	6441	CL1_CARF	CARF4	Fischerella thermalis PCC 7521	509	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_01001312	BAU44928.1	CARF	CARF.113.FASTA	2.01E-45	2709	6442	CL1_CARF	CARF4	Leptolyngbya sp. O-77	410	pfam09002	CARF_PDDEXK		hypothetical protein O77CONTIG1_04774	Non-RN	
MK_CARF_00011997	WP_068515413.1	CARF	CARF.113.FASTA	2.01E-45	2709	6443	CL1_CARF	CARF4	Leptolyngbya sp. O-77	410	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_01001311	KKI99901.1	CARF	CARF.113.FASTA	4.81E-45	1625	6444	CL1_CARF	CARF4	Prochlorothrix hollandica PCC 9006	420	pfam09002	CARF_PDDEXK		hypothetical protein PROH_08835	Non-RN	
MK_CARF_01001313	KIF19937.1	CARF	CARF.113.FASTA	1.35E-45	740	6445	CL1_CARF	CARF4	Scytonema millei VB511283	407	pfam09002	CARF_PDDEXK		hypothetical protein QH73_33310	Non-RN	
MK_CARF_01001306	AFZ05453.1	CARF	CARF.113.FASTA	1.07E-46	10	6446	CL1_CARF	CARF4	Oscillatoria nigro-viridis PCC 7112	434	pfam09002	CARF_PDDEXK		hypothetical protein Osc7112_0876	Non-RN	
MK_CARF_00011952	WP_015174781.1	CARF	CARF.113.FASTA	1.07E-46	10	6447	CL1_CARF	CARF4	Oscillatoria nigro-viridis	434	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_00101260	YP_007113869.1	CARF	CARF.113.FASTA	1.07E-46	10	6448	CL1_CARF	CARF4	Oscillatoria nigro-viridis PCC 7112	434	pfam09002	CARF_PDDEXK		hypothetical protein Osc7112_0876	Non-RN	
MK_CARF_01001305	EAW36942.1	CARF	CARF.113.FASTA	2.7E-48	2788	6449	CL1_CARF	CARF4	Lyngbya sp. PCC 8106	437	pfam09002	CARF_PDDEXK		hypothetical protein L8106_21047	Non-RN	
MK_CARF_00100164	ZP_01621003.1	CARF	CARF.113.FASTA	2.7E-48	2788	6450	CL1_CARF	CARF4	Lyngbya sp. PCC 8106	437	pfam09002	CARF_PDDEXK		hypothetical protein L8106_21047	Non-RN	
MK_CARF_01001304	AFZ28137.1	CARF	CARF.113.FASTA	3.1E-29	1110	6451	CL1_CARF	CARF4	Cylindrospermum stagnale PCC 7417	385	pfam09002	CARF_PDDEXK		protein of unknown function (DUF1887)	Non-RN	
MK_CARF_00101297	YP_007150817.1	CARF	CARF.113.FASTA	3.1E-29	1110	6452	CL1_CARF	CARF4	Cylindrospermum stagnale PCC 7417	385	pfam09002	CARF_PDDEXK		protein of unknown function (DUF1887)	Non-RN	
MK_CARF_01001302	gene_79|GeneMark.hmm|360_aa|-|112748|113830 KB235959.1	CARF	CARF.113.FASTA	2.75E-52	4514	6453	CL1_CARF	CARF4	Geitlerinema sp. PCC 7105	360	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_00100641	ZP_07113358.1	CARF	CARF.113.FASTA	7.13E-54	3174	6454	CL1_CARF	CARF4	Oscillatoria sp. PCC 6506	410	pfam09002	CARF_PDDEXK		conserved hypothetical protein	Non-RN	
MK_CARF_01001303	CBN58550.1	CARF	CARF.113.FASTA	7.13E-54	3174	6455	CL1_CARF	CARF4		410	pfam09002	CARF_PDDEXK		conserved hypothetical protein	Non-RN	
MK_CARF_01001314	EKQ67335.1	CARF	CARF.113.FASTA	3.91E-56	3538	6456	CL1_CARF	CARF4	Oscillatoriales cyanobacterium JSC-12	438	pfam09002	CARF_PDDEXK		protein of unknown function (DUF1887)	Non-RN	
MK_CARF_00101143	ZP_11392044.1	CARF	CARF.113.FASTA	3.91E-56	3538	6457	CL1_CARF	CARF4	Oscillatoriales cyanobacterium JSC-12	438	pfam09002	CARF_PDDEXK		protein of unknown function (DUF1887)	Non-RN	
MK_CARF_01001315	gene_3418|GeneMark.hmm|450_aa|+|4096319|4097671 KB217478.1	CARF	CARF.113.FASTA	2.55E-52	3860	6458	CL1_CARF	CARF4	Calothrix sp. PCC 7103	450	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_01001316	gene_1140|GeneMark.hmm|430_aa|+|1280360|1281652 KB235896.1	CARF	CARF.113.FASTA	1.29E-55	2851	6459	CL1_CARF	CARF4	Anabaena sp. PCC 7108	430	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_01001318	gene_11|GeneMark.hmm|407_aa|-|12471|13694 AJLK01000140.1	CARF	CARF.113.FASTA	1.2E-54	4642	6460	CL1_CARF	CARF4	Fischerella muscicola PCC 7414	407		CARF_PDDEXK			Non-RN	
MK_CARF_01001317	gene_2|GeneMark.hmm|430_aa|+|1631|2923 AXAQ01000343.1	CARF	CARF.113.FASTA	1.99E-54	2967	6461	CL1_CARF	CARF4	Mastigocoleus testarum BC008 YY1	430	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_00011565	WP_096622763.1	CARF	CARF.113.FASTA	2.77E-55	2937	6462	CL1_CARF	CARF4	Calothrix sp. NIES-3974	418		CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_01001319	gene_39|GeneMark.hmm|434_aa|+|49159|50463 LNAA01000025.1	CARF	CARF.113.FASTA	1.54E-54	4793	6463	CL1_CARF	CARF4	Oscillatoriales cyanobacterium MTP1	434	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_01001320	KOP23923.1	CARF	CARF.113.FASTA	1.53E-50	1361	6464	CL1_CARF	CARF4	Hapalosiphon sp. MRB220	487	pfam09002	CARF_PDDEXK		hypothetical protein AMR41_23555	Non-RN	
MK_CARF_00101256	YP_007121819.1	CARF	CARF.113.FASTA	3.77E-56	3662	6465	CL1_CARF	CARF4	Microcoleus sp. PCC 7113	201		CARF		CRISPR-associated protein (Cas_Cas02710)	Non-RN	
MK_CARF_01001321	KKD34772.1	CARF	CARF.113.FASTA	4.56E-52	1264	6466	CL1_CARF	CARF4	Limnoraphis robusta CS-951	445	pfam09002	CARF_PDDEXK		hypothetical protein WN50_28985	Non-RN	
MK_CARF_01001322	KIJ79331.1	CARF	CARF.113.FASTA	4.3E-50	2162	6468	CL1_CARF	CARF4	Tolypothrix campylonemoides VB511288	434	pfam09002	CARF_PDDEXK		hypothetical protein SD81_08170	Non-RN	
MK_CARF_00011794	WP_048159230.1	CARF	CARF.113.FASTA	2.99E-50	19	6469	CL1_CARF	CARF4	Methanosarcina sp. WWM596	400	pfam09002	CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_01001325	AKB19475.1	CARF	CARF.113.FASTA	2.99E-50	19	6470	CL1_CARF	CARF4	Methanosarcina sp. WWM596	400	pfam09002	CARF_PDDEXK		hypothetical protein MSWHS_2612	Non-RN	
MK_CARF_01001324	KKH43737.1	CARF	CARF.113.FASTA	1.85E-47	4521	6471	CL1_CARF	CARF4	Methanosarcina mazei	397	pfam09002	CARF_PDDEXK		hypothetical protein DU85_20270	Non-RN	
MK_CARF_00011917	WP_048043116.1	CARF	CARF.113.FASTA	1.85E-47	140	6472	CL1_CARF	CARF4	Methanosarcina mazei	397	pfam09002	CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_00011859	WP_048154160.1	CARF	CARF.113.FASTA	8.03E-49	1997	6473	CL1_CARF	CARF4	Methanosarcina	394	pfam09002	CARF_PDDEXK_TM	1	MULTISPECIES: hypothetical protein	Non-RN	
MK_CARF_01001326	AKB53212.1	CARF	CARF.113.FASTA	8.03E-49	1997	6474	CL1_CARF	CARF4	Methanosarcina barkeri MS	394	pfam09002	CARF_PDDEXK_TM	1	hypothetical protein MSBRM_0214	Non-RN	
MK_CARF_00011757	WP_012258134.1	CARF	CARF.113.FASTA	4.57E-51	1406	6475	CL1_CARF	CARF4	Chloroflexus	441	pfam09002	CARF_PDDEXK		MULTISPECIES: hypothetical protein	Non-RN	
MK_CARF_01001327	ABY35480.1	CARF	CARF.113.FASTA	4.57E-51	1406	6476	CL1_CARF	CARF4	Chloroflexus aurantiacus J-10-fl	441	pfam09002	CARF_PDDEXK		hypothetical protein Caur_2271	Non-RN	
MK_CARF_00011756	YP_001635869.1	CARF	CARF.113.FASTA	4.57E-51	1406	6477	CL1_CARF	CARF4	Chloroflexus aurantiacus J-10-fl	441	pfam09002	CARF_PDDEXK		hypothetical protein Caur_2271	Non-RN	
MK_CARF_00100294	YP_001635869.1	CARF	CARF.113.FASTA	4.57E-51	1406	6478	CL1_CARF	CARF4	Chloroflexus aurantiacus J-10-fl	441	pfam09002	CARF_PDDEXK		hypothetical protein Caur_2271	Non-RN	
MK_CARF_01001328	gene_17|GeneMark.hmm|423_aa|-|23210|24481 JPIM01000040.1	CARF	CARF.113.FASTA	6.81E-50	2023	6479	CL1_CARF	CARF4	Chloroflexus sp. MS-G	423	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_01001329	gene_389|GeneMark.hmm|398_aa|-|503784|504980 KI911784.1	CARF	CARF.113.FASTA	1.23E-48	2304	6480	CL1_CARF	CARF4	Chloroflexus sp. Y-396-1	398	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_00012179	WP_087861857.1	CARF	CARF.113.FASTA	3.48E-42	2797	6481	CL1_CARF	CARF4	Brevefilum fermentans	449	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_01001509	gene_19|GeneMark.hmm|459_aa|-|25613|26992 KN882192.1	CARF	CARF.72.FASTA	3.53E-88	2405	6482	CL1_CARF	CARF4	Desulfobulbus alkaliphilus strain APS1	459		CARF_PDDEXK			Non-RN	
MK_CARF_ADD00000371	PJB45021.1	CARF	CARF.157.FASTA		182a	6483	CL1_CARF	CARF4	Deltaproteobacteria bacterium CG_4_9_14_3_um_filter_63_12	424	pfam09002	CARF_PDDEXK		hypothetical protein CO108_08000	Non-RN	
MK_CARF_01001636	gene_5|GeneMark.hmm|392_aa|+|2475|3653 AULM01000051.1	CARF	CARF.113.FASTA	5.7E-40	3955	6484	CL1_CARF	CARF4	Desulfatiglans anilini DSM 4660 H567	392	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_01001238	gene_659|GeneMark.hmm|420_aa|-|740179|741441 KI913112.1	CARF	CARF.113.FASTA	6.35E-27	1411	6485	CL1_CARF	CARF4	Clostridium clariflavum 4-2a	420	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_01001840	gene_1704|GeneMark.hmm|429_aa|+|1891168|1892457 JNLN01000001.1	CARF	CARF.113.FASTA	1.27E-42	3283	6487	CL1_CARF	CARF4	Clostridium algidicarnis strain B3 BV55	429	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_01001811	KUJ90854.1	CARF	CARF.113.FASTA	2.38E-45	2955	6488	CL1_CARF	CARF4	Thermoanaerobacter thermocopriae	437	pfam09002	CARF_PDDEXK		hypothetical protein XD37_0922	Non-RN	
MK_CARF_00012020	WP_012269226.1	CARF	CARF.113.FASTA	2.38E-45	2955	6489	CL1_CARF	CARF4	Thermoanaerobacter	437	pfam09002	CARF_PDDEXK		MULTISPECIES: DUF1887 domain-containing protein	Non-RN	
MK_CARF_00100301	YP_001664909.1	CARF	CARF.113.FASTA	2.38E-45	2955	6490	CL1_CARF	CARF4	Thermoanaerobacter pseudethanolicus ATCC 33223	437	pfam09002	CARF_PDDEXK		hypothetical protein Teth39_0918	Non-RN	
MK_CARF_00101052	YP_006391454.1	CARF	CARF.113.FASTA	1.28E-43	2051	6491	CL1_CARF	CARF4	Thermoanaerobacterium saccharolyticum JW/SL-YS485	433	pfam09002	CARF_PDDEXK		hypothetical protein Tsac_0833	Non-RN	
MK_CARF_01001810	ETO37936.1	CARF	CARF.113.FASTA	1.28E-43	2051	6492	CL1_CARF	CARF4	Thermoanaerobacterium aotearoense SCUT27	433	pfam09002	CARF_PDDEXK		hypothetical protein V518_1802	Non-RN	
MK_CARF_00012090	AFK85855.1	CARF	CARF.113.FASTA	1.28E-43	2051	6493	CL1_CARF	CARF4	Thermoanaerobacterium saccharolyticum JW/SL-YS485	433	pfam09002	CARF_PDDEXK		hypothetical protein Tsac_0833	Non-RN	
MK_CARF_00100302	YP_001663454.1	CARF	CARF.113.FASTA	4.13E-45	2151	6494	CL1_CARF	CARF4	Thermoanaerobacter sp. X514	449	pfam09002	CARF_PDDEXK		hypothetical protein Teth514_1837	Non-RN	
MK_CARF_01001112	EFK84601.1	CARF	CARF.113.FASTA	4.13E-45	2151	6495	CL1_CARF	CARF4	Thermoanaerobacter sp. X561	449	pfam09002	CARF_PDDEXK		conserved hypothetical protein	Non-RN	
MK_CARF_00012030	WP_009052467.1	CARF	CARF.113.FASTA	4.13E-45	2151	6496	CL1_CARF	CARF4	Thermoanaerobacter	449	pfam09002	CARF_PDDEXK		MULTISPECIES: DUF1887 domain-containing protein	Non-RN	
MK_CARF_00011883	WP_013756181.1	CARF	CARF.113.FASTA	3.09E-48	75	6497	CL1_CARF	CARF4	Thermodesulfobium narugense	444	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
MK_CARF_00100777	YP_004437587.1	CARF	CARF.113.FASTA	3.09E-48	75	6498	CL1_CARF	CARF4	Thermodesulfobium narugense DSM 14796	444	pfam09002	CARF_PDDEXK		hypothetical protein Thena_0824	Non-RN	
MK_CARF_01001813	AEE14456.1	CARF	CARF.113.FASTA	3.09E-48	75	6499	CL1_CARF	CARF4	Thermodesulfobium narugense DSM 14796	444	pfam09002	CARF_PDDEXK		hypothetical protein Thena_0824	Non-RN	
MK_CARF_01001812	gene_8|GeneMark.hmm|434_aa|+|7728|9032 AVAF01000165.1	CARF	CARF.113.FASTA	5.81E-46	4212	6500	CL1_CARF	CARF4	Thermoanaerobacter sp. A7A NODE_5220.4_length_28246_cov_135.780167	434		CARF_PDDEXK			Non-RN	
MK_CARF_00012591	WP_038062770.1	CARF	CARF.113.FASTA	6.84E-36	85	6501	CL1_CARF	CARF4	Thermodesulfobacterium commune	433	pfam09002	CARF_PDDEXK_TM	1	hypothetical protein	Non-RN	
MK_CARF_01001814	gene_4|GeneMark.hmm|433_aa|-|1834|3135 JQLF01000024.1	CARF	CARF.113.FASTA	6.84E-36	4407	6502	CL1_CARF	CARF4	Thermodesulfobacterium commune DSM 2178 CC99	433	pfam09002	CARF_PDDEXK_TM	1		Non-RN	
MK_CARF_00012508	WP_015906768.1	CARF	CARF.113.FASTA	1.89E-37	1365	6503	CL1_CARF	CARF4	Caldicellulosiruptor bescii	463	pfam09002	CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_01001791	ACM59290.1	CARF	CARF.113.FASTA	1.89E-37	1365	6504	CL1_CARF	CARF4	Caldicellulosiruptor bescii DSM 6725	463	pfam09002	CARF_PDDEXK		conserved hypothetical protein	Non-RN	
MK_CARF_00100401	YP_002572063.1	CARF	CARF.113.FASTA	1.89E-37	1365	6505	CL1_CARF	CARF4	Caldicellulosiruptor bescii DSM 6725	463	pfam09002	CARF_PDDEXK		hypothetical protein Athe_0135	Non-RN	
MK_CARF_01001815	ABP66121.1	CARF	CARF.113.FASTA	8.88E-44	2314	6506	CL1_CARF	CARF4	Caldicellulosiruptor saccharolyticus DSM 8903	451	pfam09002	CARF_PDDEXK		hypothetical protein Csac_0484	Non-RN	
MK_CARF_00012108	WP_011916068.1	CARF	CARF.113.FASTA	8.88E-44	2314	6507	CL1_CARF	CARF4	Caldicellulosiruptor saccharolyticus	451	pfam09002	CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_00100218	YP_001179312.1	CARF	CARF.113.FASTA	8.88E-44	2314	6508	CL1_CARF	CARF4	Caldicellulosiruptor saccharolyticus DSM 8903	451	pfam09002	CARF_PDDEXK		hypothetical protein	Non-RN	
MK_CARF_01001839	gene_356|GeneMark.hmm|456_aa|+|383405|384775 LACM01000001.1	CARF	CARF.113.FASTA	2.65E-43	3492	6509	CL1_CARF	CARF4	Caldicellulosiruptor sp. Wai35.B1 N913	456	pfam09002	CARF_PDDEXK			Non-RN	
MK_CARF_00100149	YP_755188.1	CARF	CARF.113.FASTA	2.65E-48	3193	6510	CL1_CARF	CARF4	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	436	pfam09002	CARF_PDDEXK		hypothetical protein Swol_2529	Non-RN	
MK_CARF_00011890	WP_011641897.1	CARF	CARF.113.FASTA	2.65E-48	3193	6511	CL1_CARF	CARF4	Syntrophomonas wolfei	436	pfam09002	CARF_PDDEXK		DUF1887 domain-containing protein	Non-RN	
